ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
22943,Wolpertinger,,,,0,12,0,0,22349,0,0,0,1,1,1,1,0,0,0
23114,Lucky,,,,0,12,0,0,21304,0,0,0,1,0,0,0,0,0,0
23159,Okuno,,Ashtongue Deathsworn Quartermaster,,1,7,0,0,21345,0,0,0,0,1,1,1,14707,0,0
23198,Lucky,,,,0,12,0,0,21328,0,0,0,0,0,0,0,0,0,0
23220,Shivarra Assassin,,,,0,3,0,0,21527,0,0,0,0,0,0,0,28133,28133,0
23231,Willy,,,,0,12,0,3,21381,0,0,0,1,0,0,0,0,0,0
23234,Bananas,,,,0,12,0,0,21362,0,0,0,1,1,1,1,0,0,0
23258,Egbert,,,,0,12,0,0,21382,0,0,0,1,0,0,0,0,0,0
23266,Peanut,,,,0,12,0,0,21393,0,0,0,1,0,0,0,0,0,0
23274,Stinker,,,,0,12,0,0,16633,0,0,0,1,1,1,1,0,0,0
23439,Hungry Nether Ray,,,,0,12,0,0,21155,0,0,0,1,1,1,1,0,0,0
23909,Sinister Squashling,,,,0,12,0,0,21900,0,0,0,1,1,1,1,0,0,0
23944,Essence of Zul'jin,,,,1,7,0,0,21934,0,0,0,1,0,0,0,21465,21465,0
24266,"Arthas, Lich King",,,,1,6,0,0,22234,0,0,0,0,0,0,0,33475,0,0
24267,"Arthas, Dark",,,,1,6,0,0,22235,0,0,0,0,0,0,0,0,0,0
24268,"Arthas, Human",,,,1,7,0,0,21976,0,0,0,0,0,0,0,0,0,0
24388,Toothy,,,,0,12,0,0,22388,0,0,0,1,0,0,0,0,0,0
24389,Muckbreath,,,,0,12,0,0,22389,0,0,0,1,0,0,0,0,0,0
24480,Mojo,,,,0,12,0,0,28501,0,0,0,1,1,1,1,0,0,0
24753,Pint-Sized Pink Pachyderm,,,,0,12,0,0,22629,0,0,0,0,0,0,0,0,0,0
24968,Clockwork Rocket Bot,,,,0,12,0,0,22776,0,0,0,1,1,1,1,0,0,0
25062,Tiny Sporebat,,,,0,12,0,3,22855,0,0,0,1,1,1,1,0,0,0
25109,Rocket Chicken,,,,0,12,0,0,22903,0,0,0,1,1,1,1,0,0,0
25110,Dragon Kite,,,,0,12,0,0,22966,22990,22991,22992,1,1,1,1,0,0,0
25146,Golden Pig,,,,0,12,0,0,21304,0,0,0,0,0,0,0,0,0,0
25147,Silver Pig,,,,0,12,0,0,22938,0,0,0,0,0,0,0,0,0,0
25165,Lady Sacrolash,,,,1,3,0,0,23177,0,0,0,0,1,1,1,31609,31609,0
25180,Fast Black War Ram,,,,0,1,0,0,14577,0,0,0,1,1,1,1,0,0,0
25706,Searing Scorchling,,,,0,12,0,0,8409,0,0,0,0,0,0,0,0,0,0
26050,Snarly,,,,0,12,0,0,23507,0,0,0,1,0,0,0,0,0,0
26056,Chuck,,,,0,12,0,0,23506,0,0,0,1,0,0,0,0,0,0
26115,Darkfallen Bloodbearer,,The San'layn,,0,6,0,0,23554,0,0,0,0,1,1,1,34311,0,0
26119,Phoenix Hatchling,,,,0,12,0,3,23574,0,0,0,1,1,1,1,0,0,0
26243,Crimson Serpent,,,,0,12,0,0,15923,0,0,0,1,1,1,1,0,0,0
26499,Arthas,,Prince of Lordaeron,,1,7,0,0,24949,0,0,0,0,0,0,0,37579,0,0
26613,Arctic Grizzly Cub,,,,0,1,0,0,23946,23947,23948,0,3,2,1,0,0,0,0
26614,Snowshoe Hare,,,,0,1,0,0,328,0,0,0,0,0,0,0,0,0,0
26966,Shadowy Tormentor,,,,0,6,0,0,14703,0,0,0,0,0,0,0,0,0,0
27017,Depleted War Golem,,,,0,12,0,0,26139,0,0,0,0,0,0,0,0,0,0
27217,Spirit of Competition,,,,0,12,0,3,24393,0,0,0,0,1,1,1,0,0,0
27346,Essence of Competition,,,,0,12,0,3,24620,0,0,0,0,1,1,1,0,0,0
27438,Rainbow Trout,,,,0,8,0,0,24637,0,0,0,0,0,0,0,0,0,0
27638,Azure Ring Guardian,,,,1,2,0,3,28080,0,0,0,0,0,0,0,0,0,0
27798,Reincarnated Skytalon,,,,0,8,0,0,11686,0,0,0,1,0,0,0,0,0,0
27914,Ethereal Soul-Trader,,,,0,12,0,0,25002,0,0,0,1,1,1,1,0,0,0
28267,Coyote Spirit,,,,0,12,0,0,25265,0,0,0,0,0,0,0,0,0,0
28470,Nether Ray Fry,,,,0,12,0,3,25457,0,0,0,1,1,1,1,0,0,0
28513,Vampiric Batling,,,,0,12,0,3,4185,0,0,0,1,1,1,1,0,0,0
28878,Skeletal Minion,,,,0,6,0,0,5231,0,0,0,0,0,0,0,0,0,0
28883,Frosty,,,,0,12,0,3,28456,0,0,0,1,1,1,1,0,0,0
28960,Totally Generic Bunny (JSB),,,,0,10,0,0,16480,21342,0,0,0,1,0,0,0,0,0
29089,Mini Tyrael,,,,0,12,0,3,25900,0,0,0,1,1,1,1,0,0,0
29147,Ghostly Skull,,,,0,12,0,3,28089,0,0,0,1,1,1,1,0,0,0
29238,Scourge Haunt,,,,0,6,0,0,26064,0,0,0,0,1,1,1,0,0,0
29611,King Varian Wrynn,,King of Stormwind,,1,7,0,0,28127,0,0,0,1,1,1,1,45899,0,0
29726,Mr. Chilly,,,,0,12,0,0,26452,0,0,0,1,1,1,1,0,0,0
29850,Lo'Gosh,,The Ghost Wolf,,1,1,0,0,17283,0,0,0,0,0,0,0,0,0,0
30116,Archmage Aethas Sunreaver,,Kirin Tor,,1,7,0,0,26770,0,0,0,1,0,0,0,35781,0,0
30379,Westfall Chicken,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
31530,Grand Apothecary Putress,,,,1,7,0,0,27611,0,0,0,0,0,0,0,0,0,0
31575,Giant Sewer Rat,,,,0,12,0,0,27627,0,0,0,1,1,1,1,0,0,0
31787,Citadel Watcher,,,,0,6,0,3,7616,0,0,0,1,0,0,0,0,0,0
32326,Prince Arthas Menethil,,,,1,6,0,0,27545,0,0,0,1,0,0,0,33475,0,0
32335,Armored Snowy Gryphon,,,,0,1,160,0,27913,0,0,0,0,0,0,0,0,0,0
32589,Tickbird Hatchling,,,,0,12,0,3,62217,0,0,0,1,1,1,1,0,0,0
32590,White Tickbird Hatchling,,,,0,12,0,3,28215,0,0,0,1,1,1,1,0,0,0
32591,Cobra Hatchling,,,,0,12,0,0,28084,0,0,0,1,1,1,1,0,0,0
32592,Proto-Drake Whelp,,,,0,12,0,3,28217,0,0,0,1,1,1,1,0,0,0
32595,Pengu,,,,0,12,0,0,28216,0,0,0,1,1,1,1,0,0,0
32643,Kirin Tor Familiar,,,,0,12,0,0,45937,0,0,0,1,1,1,1,0,0,0
32695,Donavan Bale,,,,0,7,0,0,28180,0,0,0,1,0,0,0,0,0,0
32697,Dak'hal the Black,,,,0,7,0,0,28181,0,0,0,1,0,0,0,0,0,0
32700,Halga Steelbarrow,,,,0,7,0,0,28200,0,0,0,1,0,0,0,0,0,0
32702,Drog Skullbreaker,,,,0,7,0,0,28201,0,0,0,1,0,0,0,0,0,0
32704,Danric the Bold,,,,0,7,0,0,28188,0,0,0,1,0,0,0,0,0,0
32706,Saedelin Whitedawn,,,,0,7,0,0,28189,0,0,0,1,0,0,0,0,0,0
32708,Narestel Palestar,,,,0,7,0,0,28182,0,0,0,1,0,0,0,34898,0,0
32709,Hunaka Greenhoof,,,,0,7,0,0,28183,0,0,0,1,0,0,0,30021,0,0
32710,Garl Grimgrizzle,,,,0,7,0,0,28184,0,0,0,1,0,0,0,0,0,0
32711,Warp-Huntress Kula,,,,0,7,0,0,28185,0,0,0,1,0,0,0,0,0,0
32712,The Amazing Zanzo,,,,0,7,0,0,28186,0,0,0,1,1,1,1,27842,0,0
32713,Juwanamana,,,,0,7,0,0,28187,0,0,0,1,0,0,0,19884,0,0
32714,Moon Priestess Nici,,,,0,7,0,0,28190,0,0,0,1,0,0,0,29107,0,0
32715,Sorrow,,,,0,7,0,0,28191,0,0,0,1,0,0,0,25236,0,0
32716,Linzi Redgrin,,,,0,7,0,0,28192,0,0,0,1,0,0,0,0,0,0
32717,Drool,,The Griefer,,0,7,0,0,28193,0,0,0,1,0,0,0,0,0,0
32718,Disidra Stormglory,,,,0,7,0,0,28195,0,0,0,1,0,0,0,0,0,0
32719,Great Hexer Ohodo,,,,0,7,0,0,28196,0,0,0,1,0,0,0,33494,0,0
32720,Violetta,,,,0,7,0,0,28197,0,0,0,1,0,0,0,31308,0,0
32721,Felcaster Virim,,,,0,7,0,0,28198,0,0,0,1,0,0,0,28604,0,0
32791,Spring Rabbit,,,,0,12,0,0,6302,0,0,0,1,1,1,1,0,0,0
32818,Plump Turkey,,,,0,12,0,0,45968,0,0,0,1,1,1,1,0,0,0
32841,Baby Blizzard Bear,,,,0,12,0,0,16189,0,0,0,1,1,1,1,0,0,0
32906,Freya,,,,1,5,0,0,28777,0,0,0,0,1,1,1,0,0,0
32939,Little Fawn,,,,0,12,0,0,28397,0,0,0,1,1,1,1,0,0,0
33072,Onu,,Ancient of Lore,,0,4,0,0,1455,0,0,0,0,1,1,1,0,0,0
33188,Teldrassil Sproutling,,,,0,12,0,0,28482,0,0,0,1,1,1,1,0,0,0
33194,Dun Morogh Cub,,,,0,12,0,0,28489,0,0,0,1,1,1,1,0,0,0
33197,Tirisfal Batling,,,,0,12,0,3,4732,0,0,0,1,1,1,1,0,0,0
33198,Durotar Scorpion,,,,0,12,0,0,15470,0,0,0,1,1,1,1,0,0,0
33199,Alarming Clockbot,,,,0,12,0,0,14473,0,0,0,1,1,1,1,0,0,0
33200,Elwynn Lamb,,,,0,12,0,0,16205,0,0,0,1,1,1,1,0,0,0
33205,Ammen Vale Lashling,,,,0,12,0,0,28493,0,0,0,1,1,1,1,0,0,0
33219,Mulgore Hatchling,,,,0,12,0,0,28502,0,0,0,1,0,0,0,0,0,0
33226,Strand Crawler,,,,0,12,0,0,45880,0,0,0,1,1,1,1,0,0,0
33227,Enchanted Broom,,,,0,12,0,0,45960,0,0,0,1,1,1,1,0,0,0
33238,Argent Squire,,,,0,12,0,0,28946,0,0,0,1,1,1,1,0,0,0
33239,Argent Gruntling,,,,0,12,0,0,28948,0,0,0,1,1,1,1,0,0,0
33274,Mechanopeep,,,,0,12,0,0,28539,0,0,0,1,1,1,1,0,0,0
33299,Darkspear Raptor,,,,0,1,0,0,29261,0,0,0,1,1,1,1,0,0,0
33529,Curious Wolvar Pup,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33530,Curious Oracle Hatchling,,,,0,12,0,0,25173,0,0,0,1,0,0,0,0,0,0
33532,Wolvar Orphan,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33533,Oracle Orphan,,,,0,12,0,0,25173,0,0,0,1,1,1,1,0,0,0
33578,Murkimus the Gladiator,,,,0,12,0,0,28734,0,0,0,1,1,1,1,0,0,0
33810,Sen'jin Fetish,,,,0,12,0,3,46939,46955,46956,0,1,1,1,0,0,0,0
33836,Bomb Bot,,,,1,9,0,0,6977,0,0,0,0,1,1,1,0,0,0
33975,Noblegarden Bunny,,,,0,12,0,0,28726,0,0,0,1,0,0,0,0,0,0
34031,XS-001 Constructor Bot,,,,5,12,0,0,29060,0,0,0,1,1,1,1,0,0,0
34278,Withers,,,,0,12,0,0,45943,0,0,0,1,0,0,0,0,0,0
34320,Venomhide Hatchling,,,,0,12,0,0,29251,0,0,0,0,0,0,0,0,0,0
34364,Calico Cat,,,,0,12,0,0,11709,0,0,0,1,1,1,1,0,0,0
34527,Dave's Industrial Light and Magic Bunny (Small),,,,0,10,0,0,328,27823,0,0,0,1,0,0,0,0,0
34587,Warbot,,,,0,12,0,0,29279,0,0,0,1,1,1,1,0,0,0
34694,Grunty,,,,0,12,0,0,29348,0,0,0,1,1,1,1,0,0,0
34724,Shimmering Wyrmling,,,,0,12,0,3,70232,0,0,0,1,1,1,1,0,0,0
34770,Macabre Marionette,,,,0,12,0,0,29404,0,0,0,1,1,1,1,11264,11264,0
34930,Jade Tiger,,,,0,12,0,0,29605,0,0,0,1,1,1,1,0,0,0
35384,Disciple of Elune,,,,0,6,0,0,29798,29799,29800,29801,1,1,1,1,0,0,0
35387,Leaping Hatchling,,,,0,12,0,0,29802,0,0,0,1,1,1,1,0,0,0
35394,Razzashi Hatchling,,,,0,12,0,0,29806,0,0,0,1,1,1,1,0,0,0
