ID,Directory,MapName_lang,InternalName,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,Flags[0],Flags[1]
543,HellfireRampart,Hellfire Citadel: Ramparts,Hellfire Citadel: Ramparts,,,,,-360.04987,3067.8955,1,1,1,3562,199,-1,-1,-1,0,1,530,5,0,0,832154,67089,134479880
544,HellfireRaid,Magtheridon's Lair,Magtheridon's Lair,,,,,-330.23386,3106.636,2,2,1,3836,208,-1,-1,-1,0,1,530,25,0,0,833183,1553,134479880
545,CoilfangPumping,Coilfang: The Steamvault,Coilfang: The Steamvault,,,,,764.21906,6915.0796,2,1,1,3715,207,-1,-1,-1,0,1,530,5,0,0,828422,1553,134479880
546,CoilfangMarsh,Coilfang: The Underbog,Coilfang: The Underbog,,,,,764.62823,6768.0728,2,1,1,3716,207,-1,-1,-1,0,1,530,5,0,0,831262,1553,134479880
547,CoilfangDraenei,Coilfang: The Slave Pens,Coilfang: The Slave Pens,,,,,742.1582,7011.3267,2,1,1,3717,207,-1,-1,-1,0,1,530,5,0,0,830731,1553,134479880
548,CoilfangRaid,Coilfang: Serpentshrine Cavern,Coilfang: Serpentshrine Cavern,,,,,775.7864,6865.2427,2,2,1,3607,207,-1,-1,-1,0,1,530,25,0,0,829900,1553,134479880
550,TempestKeepRaid,Tempest Keep,Tempest Keep,,,,,0,0,2,2,1,3845,206,-1,-1,-1,0,1,-1,25,0,0,832484,1553,134479880
552,TempestKeepArcane,Tempest Keep: The Arcatraz,Tempest Keep: The Arcatraz,,,,,0,0,2,1,1,3848,206,-1,-1,-1,0,1,-1,5,0,0,832070,1553,134479880
553,TempestKeepAtrium,Tempest Keep: The Botanica,Tempest Keep: The Botanica,,,,,0,0,2,1,1,3847,206,-1,-1,-1,0,1,-1,5,0,0,833950,1553,134479880
554,TempestKeepFactory,Tempest Keep: The Mechanar,Tempest Keep: The Mechanar,,,,,0,0,2,1,1,3849,206,-1,-1,-1,0,1,-1,5,0,0,831974,1553,134479880
555,AuchindounShadow,Auchindoun: Shadow Labyrinth,Auchindoun: Shadow Labyrinth,,,,,-3640.6877,4943.1626,2,1,1,3789,201,-1,-1,-1,0,1,530,5,0,0,828331,1553,134479880
556,AuchindounDemon,Auchindoun: Sethekk Halls,Auchindoun: Sethekk Halls,,,,,-3361.8625,4665.5923,2,1,1,3791,201,-1,-1,-1,0,1,530,5,0,0,828811,1553,134479880
557,AuchindounEthereal,Auchindoun: Mana-Tombs,Auchindoun: Mana-Tombs,,,,,-3089.5164,4942.7563,2,1,1,3792,201,-1,-1,-1,0,1,530,5,0,0,830899,1553,134479880
558,AuchindounDraenei,Auchindoun: Auchenai Crypts,Auchindoun: Auchenai Crypts,,,,,-3363.44,5156.455,2,1,1,3790,201,-1,-1,-1,0,1,530,5,0,0,830415,1553,134479880
559,PVPZone05,Nagrand Arena (old),Nagrand Arena (old),,,,,0,0,1,4,0,0,219,-1,-1,-1,0,1,-1,0,0,0,790469,1553,135004168
560,HillsbradPast,The Escape from Durnholde,The Escape from Durnholde,,,,,-8309.81,-4061.5088,1,1,1,267,212,-1,-1,-1,0,1,1,5,0,0,833998,9745,134479880
562,bladesedgearena,zzOldBlade's Edge Arena,zzOldBlade's Edge Arena,,,,,0,0,1,4,0,3702,218,-1,-1,-1,0,1,-1,0,0,0,780261,1553,135004168
564,BlackTemple,Black Temple,Black Temple,,,,,-3644.53,317.294,1,2,1,0,215,-1,-1,-1,0,1,530,25,0,0,829630,1553,134479880
565,GruulsLair,Gruul's Lair,Gruul's Lair,,,,,3525.453,5144.151,2,2,1,3923,213,-1,-1,-1,0,1,530,25,0,0,833180,1553,134479880
566,NetherstormBG,Eye of the Storm,Eye of the Storm,"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

Eye of the Storm is a 15 vs 15 domination battleground, where each side attempts to control the Mage Tower, Fel Reaver Ruins, Blood Elf Tower, and Draenei Ruins for as long as possible.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

Eye of the Storm is a 15 vs 15 domination battleground, where each side attempts to control the Mage Tower, Fel Reaver Ruins, Blood Elf Tower, and Draenei Ruins for as long as possible.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.",Capture the objectives,"- Capture and hold objectives
- Capture the center flag
- Earn 1500 resources",0,0,1,3,0,0,210,-1,-1,-1,0,1,-1,0,0,0,788893,1553,135004168
568,ZulAman,Zul'Aman,Zul'Aman,,,,,6851.021,-7989.7134,1,1,3,0,276,-1,-1,-1,0,1,530,10,0,0,815727,1553,134479880
571,Northrend,Northrend,Northrend,,,,,0,0,1,0,2,0,216,-1,-1,-1,0,1,-1,0,0,804939,822688,9757,134479896
572,PVPLordaeron,Ruins of Lordaeron,Ruins of Lordaeron,,,,,0,0,1,4,0,0,217,-1,-1,-1,0,1,-1,0,0,0,789984,1553,135004168
573,ExteriorTest,ExteriorTest,ExteriorTest,,,,,0,0,1,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,855346,1567,134479944
574,Valgarde70,Utgarde Keep,Utgarde Keep,,,,,1211.7594,-4868.422,1,1,2,0,220,-1,-1,-1,0,1,571,5,0,0,825743,9757,134479880
575,UtgardePinnacle,Utgarde Pinnacle,Utgarde Pinnacle,,,,,1232.4098,-4860.9536,1,1,2,0,221,-1,-1,-1,0,1,571,5,0,0,827661,67101,134479880
576,Nexus70,The Nexus,The Nexus,,,,,3899.9258,6985.4355,2,1,2,4265,226,-1,-1,-1,0,1,571,5,0,0,821331,1553,134479880
578,Nexus80,The Oculus,The Oculus,,,,,3865.923,6983.94,1,1,2,0,227,-1,-1,-1,0,1,571,5,0,0,819814,1565,134479880
580,SunwellPlateau,The Sunwell,The Sunwell,,,,,12551.763,-6774.5654,1,2,1,0,225,-1,-1,-1,0,1,530,25,0,0,832953,1553,134479880
582,Transport176244,Transport: Rut'theran to Auberdine,Transport: Rut'theran to Auberdine,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
584,Transport176231,Transport: Menethil to Theramore,Transport: Menethil to Theramore,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
585,Sunwell5ManFix,Magisters' Terrace,Magister's Terrace,,,,,12881.902,-7343.0947,1,1,1,0,224,-1,-1,-1,0,1,530,5,0,0,834223,67101,134479880
586,Transport181645,Transport: Exodar to Auberdine,Transport: Exodar to Auberdine,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
587,Transport177233,Transport: Feathermoon Ferry,Transport: Feathermoon Ferry,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
588,Transport176310,Transport: Menethil to Auberdine,Transport: Menethil to Auberdine,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
589,Transport175080,Transport: Orgrimmar to Grom'Gol,Transport: Orgrimmar to Grom'Gol,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
590,Transport176495,Transport: Grom'Gol to Undercity,Transport: Grom'Gol to Undercity,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
591,Transport164871,Transport: Undercity to Orgrimmar,Transport: Undercity to Orgrimmar,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
592,Transport186238,Transport: Borean Tundra Test,Transport: Borean Tundra Test,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
593,Transport20808,Transport: Booty Bay to Ratchet,Transport: Booty Bay to Ratchet,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
594,Transport187038,Transport: Howling Fjord Sister Mercy (Quest),Transport: Howling Fjord Sister Mercy (Quest),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
595,StratholmeCOT,The Culling of Stratholme,The Culling of Stratholme,,,,,-8756.087,-4457.418,1,1,2,0,222,-1,-1,-1,0,1,1,5,0,0,826005,1553,134479880
596,Transport187263,Transport: Naglfar,Transport: Naglfar,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
597,CraigTest,Craig Test,Craig Test,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,862017,1759,134479880
598,Sunwell5Man,Sunwell Fix (Unused),Sunwell Fix (Unused),,,,,0,0,2,1,1,0,4,-1,-1,-1,0,1,-1,5,0,0,863869,1555,134479880
599,Ulduar70,Halls of Stone,Halls of Stone,,,,,8921.793,-966.80646,1,1,2,0,230,-1,-1,-1,0,1,571,5,0,0,824642,1565,134479880
600,DrakTheronKeep,Drak'Tharon Keep,Drak'Tharon Keep,,,,,4774.583,-2023.0491,1,1,2,0,228,-1,-1,-1,0,1,571,5,0,0,820968,1565,134479880
601,Azjol_Uppercity,Azjol-Nerub,Azjol-Nerub,,,,,3672.2153,2171.2751,1,1,2,0,229,-1,-1,-1,0,1,571,5,0,0,818693,1565,134479880
602,Ulduar80,Halls of Lightning,Halls of Lightning,,,,,9185.088,-1386.7906,1,1,2,0,231,-1,-1,-1,0,1,571,5,0,0,824768,1565,134479880
603,UlduarRaid,Ulduar,Ulduar,,,,,9359.371,-1115.1754,1,2,2,0,244,0,-1,-1,0,1,571,5,0,0,825015,1565,134479880
604,GunDrak,Gundrak,Gundrak,,,,,6708.731,-4654.904,1,1,2,0,237,-1,-1,-1,0,1,571,5,0,0,818626,1565,134479880
605,development_nonweighted,Development Land (non-weighted textures),Development Land (non-weighted textures),,,,,0,0,1,2,0,0,21,-1,-1,-1,0,1,-1,0,0,0,857811,1555,134479880
606,QA_DVD,QA and DVD,QA and DVD,,,,,0,0,1,0,3,0,21,-1,-1,-1,0,1,-1,0,0,0,866654,1567,134479880
607,NorthrendBG,Strand of the Ancients,Strand of the Ancients,"To the south of Dragonblight lies the resting place of a legendary Titan artifact known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Strand of the Ancients is a 15 vs 15 battleground, where each side takes a turn attacking and defending the Titan artifact at the southern tip of the island.


Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.","To the south of Dragonblight lies the resting place of a legendary Titan artifact known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Strand of the Ancients is a 15 vs 15 battleground, where each side takes a turn attacking and defending the Titan artifact at the southern tip of the island.


Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.",Capture the Titan Relic,"- Attackers: Destroy the gates and relic
- Defenders: Defend the gates and relic
- Fastest team to capture the relic wins",0,0,1,3,0,0,238,-1,-1,-1,0,1,-1,0,0,0,789579,1565,135004168
608,DalaranPrison,Violet Hold,Violet Hold,,,,,5689.4897,498.04694,1,1,2,0,235,-1,-1,-1,0,1,571,5,0,0,818205,1565,134479880
609,DeathKnightStart,Ebon Hold,Ebon Hold,,,,,0,0,1,0,2,0,233,-1,-1,-1,0,1,-1,0,0,0,818210,67101,134479880
610,Transport_Tirisfal _Vengeance_Landing,Transport: Tirisfal to Vengeance Landing,Transport: Tirisfal to Vengeance Landing,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
612,Transport_Menethil_Valgarde,Transport: Menethil to Valgarde,Transport: Menethil to Valgarde,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
613,Transport_Orgrimmar_Warsong_Hold,Transport: Orgrimmar to Warsong Hold,Transport: Orgrimmar to Warsong Hold,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
614,Transport_Stormwind_Valiance_Keep,Transport: Stormwind to Valiance Keep,Transport: Stormwind to Valiance Keep,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
615,ChamberOfAspectsBlack,The Obsidian Sanctum,The Obsidian Sanctum,,,,,3438.1533,260.4013,1,2,2,0,239,-1,-1,-1,0,1,571,0,0,0,820448,34333,134479880
616,NexusRaid,The Eye of Eternity,The Eye of Eternity,,,,,3869.9814,6984.33,1,2,2,0,236,-1,-1,-1,0,1,571,5,0,0,822560,34333,134479880
617,DalaranArena,Dalaran Sewers,Dalaran Sewers,,,,,0,0,1,4,0,0,242,0,-1,-1,0,1,-1,0,0,0,780309,1565,135004168
618,OrgrimmarArena,The Ring of Valor,The Ring of Valor,,,,,0,0,1,4,0,0,240,720,-1,-1,0,1,-1,0,0,0,789925,4195869,135004168
619,Azjol_LowerCity,Ahn'kahet: The Old Kingdom,Ahn'kahet: The Old Kingdom,,,,,3641.458,2032.0638,1,1,2,0,234,-1,-1,-1,0,1,571,0,0,0,818056,1565,134479880
620,Transport_Moa'ki_Unu'pe,Transport: Moa'ki to Unu'pe,Transport: Moa'ki to Unu'pe,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
621,Transport_Moa'ki_Kamagua,Transport: Moa'ki to Kamagua,Transport: Moa'ki to Kamagua,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
622,Transport192241,Transport: Orgrim's Hammer,Transport: Orgrim's Hammer,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
623,Transport192242,Transport: The Skybreaker,Transport: The Skybreaker,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
624,WintergraspRaid,Vault of Archavon,Vault of Archavon,,,,,5488.1245,2840.3337,1,2,2,0,243,-1,-1,-1,0,1,571,0,0,0,826589,34365,134479880
627,unused,Unused (DELETE ME),Unused (DELETE ME),,,,,0,0,1,5,6,0,25,-1,-1,-1,0,1,-1,0,0,0,856557,15957,134479872
628,IsleofConquest,Isle of Conquest,Isle of Conquest,"The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend, each side determined to secure control of the island.

As a large-scale battleground, each side attempts to wrest control of the Siege Factory, Docks, or Hangar in order to secure access to the enemy stronghold and defeat its general (Halford Wyrmbane or Overlord Agmar).","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend, each side determined to secure control of the island.

As a large-scale battleground, each side attempts to wrest control of the Siege Factory, Docks, or Hangar in order to secure access to the enemy stronghold and defeat its general (Halford Wyrmbane or Overlord Agmar).",Slay the enemy's leader,"- Capture the vehicle spawn points
- Siege the enemy fortress
- Slay the enemy's leader",0,0,1,3,2,0,245,-1,-1,-1,0,1,-1,0,0,0,821811,1565,135004168
631,IcecrownCitadel,Icecrown Citadel,Icecrown Citadel,,,,,5776.922,2065.9324,1,2,2,0,250,-1,-1,-1,0,1,571,0,0,0,820428,34333,134479880
632,IcecrownCitadel5Man,The Forge of Souls,The Forge of Souls,,,,,5670.7915,2003.6285,1,1,2,0,249,-1,-1,-1,0,1,571,0,0,0,818965,1565,134479880
637,AbyssalMaw,Abyssal Maw Exterior,Abyssal Maw Exterior,,,,,0,0,1,1,3,0,23,-1,-1,-1,0,1,-1,0,0,0,814762,1565,134479880
638,Gilneas,Gilneas,Gilneas,,,,,0,0,1,0,0,0,4,-1,654,-1,0,1,-1,0,0,0,782283,1629,134479884
641,Transport_AllianceAirshipBG,Transport: Alliance Airship BG,Transport: Alliance Airship BG,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
642,Transport_HordeAirshipBG,Transport: HordeAirshipBG,Transport: HordeAirshipBG,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
643,AbyssalMaw_Interior,Throne of the Tides,Throne of the Tides,,,,,-5585.8716,5401.6494,1,1,3,0,255,-1,-1,-1,0,1,0,0,0,0,814875,17949,134479880
644,Uldum,Halls of Origination,Halls of Origination,,,,,-10225.995,-1837.4791,1,1,3,0,256,1080,-1,-1,0,1,1,0,0,0,817800,1565,134479880
645,BlackRockSpire_4_0,Blackrock Caverns,Blackrock Caverns,,,,,-7570.2446,-1330.6841,1,1,3,0,267,-1,-1,-1,0,1,0,0,0,0,813034,1565,134479880
646,Deephome,Deepholm,Deepholm,,,,,0,0,1,0,3,0,268,-1,-1,-1,0,1,-1,0,0,0,816934,1629,134488072
647,Transport_Orgrimmar_to_Thunderbluff,Transport: Orgrimmar to Thunder Bluff,Transport: Orgrimmar to Thunder Bluff,,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
648,LostIsles,LostIsles,LostIsles,,,,,0,0,1,0,0,0,3,-1,-1,-1,0,1,-1,0,0,0,787837,271965,134479884
