UiMin[0],UiMin[1],UiMax[0],UiMax[1],Region[0],Region[1],Region[2],Region[3],Region[4],Region[5],ID,UiMapID,OrderIndex,MapID,AreaID,WMODoodadPlacementID,WMOGroupID
0,0,1,1,1767.92,1930.51,-10000,2200.58,2579.5,1000000,39369,20,5,0,0,13652729,48268
0,0,1,1,1767.92,1930.51,-10000,2200.58,2579.5,1000000,39370,20,6,0,0,0,48269
0,0,1,1,1767.92,1930.51,-10000,2200.58,2579.5,1000000,39371,20,7,0,0,13652729,48269
0,0,1,1,1767.92,1930.51,-10000,2200.58,2579.5,1000000,39372,20,8,0,0,0,48270
0,0,1,1,1767.92,1930.51,-10000,2200.58,2579.5,1000000,39373,20,9,0,0,13652729,48270
0,0,1,1,-1133.33,-750,-1000000,1666.67,3450,1000000,39374,21,0,0,130,0,0
0,0,1,1,500,-3883.33,-1000000,3366.67,416.667,1000000,39375,22,0,0,28,0,0
0,0,1,1,1016.67,-6318.75,-1000000,3704.17,-2287.5,1000000,39376,23,0,0,139,0,0
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39377,24,0,0,0,5794311,46532
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39378,24,1,0,0,5794311,46533
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39379,24,2,0,0,5794311,46534
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39380,24,3,0,0,5794311,47464
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39381,24,4,0,0,5794311,48211
0,0,1,1,-1760.42,-3012.5,-1000000,1481.25,1850,1000000,39382,25,0,0,267,0,0
0,0,1,1,-1100,-5425,-1000000,1466.67,-1575,1000000,39383,26,0,0,47,0,0
0,0,1,1,-7206.25,-2760.42,-1000000,-3941.67,2137.5,1000000,39384,27,0,0,1,0,0
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39385,28,0,0,0,48527,129
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39386,28,1,0,0,48527,130
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39387,28,2,0,0,48527,131
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39388,28,3,0,0,48527,132
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39389,28,4,0,0,48527,133
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39390,28,5,0,0,48527,134
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39391,28,6,0,0,48527,135
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39392,28,7,0,0,48527,136
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39393,28,8,0,0,48527,137
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39394,28,9,0,0,48527,139
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39395,28,10,0,0,48527,141
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39396,29,0,0,0,350747,7225
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39397,29,1,0,0,350747,7227
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39398,29,2,0,0,350747,7228
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39399,29,3,0,0,350747,7229
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39400,29,4,0,0,350747,7230
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39401,29,5,0,0,350747,7231
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39402,29,6,0,0,350747,7232
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39403,30,0,0,0,324550,29901
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39404,30,1,0,0,324550,29902
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39405,30,2,0,0,324550,29903
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39406,30,3,0,0,324550,29904
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39407,30,4,0,0,324550,29905
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39408,30,5,0,0,324550,29906
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39409,30,6,0,0,324550,29907
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39410,30,7,0,0,324550,29908
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39411,30,8,0,0,324550,29909
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39412,30,9,0,0,324550,29910
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39413,30,10,0,0,324550,29912
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39414,30,11,0,0,324550,29913
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39415,30,12,0,0,324550,29914
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39416,30,13,0,0,324550,29915
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39417,30,14,0,0,324550,29916
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39418,30,15,0,0,324550,29917
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39419,30,16,0,0,324550,29938
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39420,30,17,0,0,324550,29939
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39421,30,18,0,0,324550,29940
0,0,1,1,-5736.17,-1917.0049,-10000,-5486.83,-1542.9951,1000000,39422,31,0,0,0,350748,7240
0,0,1,1,-5736.17,-1917.0049,-10000,-5486.83,-1542.9951,1000000,39423,31,1,0,0,350748,7241
0,0,1,1,-5736.17,-1917.0049,-10000,-5486.83,-1542.9951,1000000,39424,31,2,0,0,350748,7243
0,0,1,1,-7587.5,-2554.17,-1000000,-6100,-322.917,1000000,39425,32,0,0,51,0,0
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39426,33,0,0,0,373730,3476
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39427,33,1,0,0,373730,3480
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39428,33,2,0,0,373730,3481
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39429,33,3,0,0,373730,3482
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39430,33,4,0,0,373730,3487
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39431,33,5,0,0,373730,3491
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39432,33,6,0,0,373730,3492
0,0,1,1,-7800,-1473.75,265,-7325,-761.25,1000000,39433,33,7,0,0,373730,3494
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39434,33,8,0,0,373730,3495
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39435,33,9,0,0,373730,3496
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39436,33,10,0,0,373730,3497
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39437,33,11,0,0,373730,3498
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39438,33,12,0,0,373730,3499
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39439,33,13,0,0,373730,3500
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39440,33,14,0,0,373730,3503
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39441,33,15,0,0,373730,3504
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39442,33,16,0,0,373730,3509
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39443,33,17,0,0,373730,3510
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39444,33,18,0,0,373730,3511
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39445,33,19,0,0,373730,3512
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39446,33,20,0,0,373730,3514
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39447,33,21,0,0,373730,3515
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39448,33,22,0,0,373730,3538
0,0,1,1,-7800,-1473.75,200,-7325,-761.25,1000000,39449,33,23,0,0,373730,7039
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39450,34,0,0,0,373730,3474
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39451,34,1,0,0,373730,3493
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39452,34,2,0,0,373730,3494
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39453,34,3,0,0,373730,3513
0,0,1,1,-7593.3413,-1387.51,-10000,-7086.6587,-627.486,1000000,39454,35,0,0,0,373730,3514
0,0,1,1,-7593.3413,-1387.51,-10000,-7086.6587,-627.486,1000000,39455,35,1,0,0,373730,3540
0,0,1,1,-7593.3413,-1387.51,-10000,-7086.6587,-627.486,1000000,39456,35,2,0,0,373730,3541
0,0,1,1,-7593.3413,-1387.51,-10000,-7086.6587,-627.486,1000000,39457,35,3,0,0,373730,3542
0,0,1,1,-7593.3413,-1387.51,-10000,-7086.6587,-627.486,1000000,39458,35,4,0,0,373730,3546
0,0,1,1,-7593.3413,-1387.51,-10000,-7086.6587,-627.486,1000000,39459,35,5,0,0,373730,7039
0,0,1,1,-7593.3413,-1387.51,-10000,-7086.6587,-627.486,1000000,39460,35,6,0,0,373730,12814
0,0,1,1,-9085.42,-3616.67,-1000000,-6985.42,-464.583,1000000,39461,36,0,0,46,0,0
0,0,1,1,-10254.2,-1935.42,-1000000,-7939.58,1535.42,1000000,39462,37,0,0,12,0,0
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39463,38,0,0,0,210351,1530
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39464,38,1,0,0,210351,1533
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39465,38,2,0,0,210351,1536
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39466,38,3,0,0,210351,1538
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39467,38,4,0,0,210351,1545
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39468,38,5,0,0,210351,1547
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39469,38,6,0,0,210351,1548
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39470,38,7,0,0,210351,1551
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39471,39,0,0,0,210351,1534
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39472,39,1,0,0,210351,1535
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39473,39,2,0,0,210351,1537
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39474,39,3,0,0,210351,1539
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39475,39,4,0,0,210351,1540
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39476,39,5,0,0,210351,1541
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39477,39,6,0,0,210351,1542
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39478,39,7,0,0,210351,1543
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39479,39,8,0,0,210351,1544
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39480,39,9,0,0,210351,1549
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39481,39,10,0,0,210351,1550
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39482,40,0,0,0,71446,1697
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39483,40,1,0,0,71446,1698
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39484,40,2,0,0,71446,1699
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39485,40,3,0,0,71446,1700
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39486,40,4,0,0,71446,1701
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39487,40,5,0,0,71446,1702
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39488,40,6,0,0,71446,1703
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39489,40,7,0,0,71446,1704
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39490,40,8,0,0,71446,1705
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39491,40,9,0,0,71446,1706
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39492,40,10,0,0,71446,1707
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39493,41,0,0,0,11645273,46803
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39494,41,1,0,0,11645273,46804
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39495,41,2,0,0,11645273,46805
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39496,41,3,0,0,11645273,46806
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39497,41,4,0,0,11645273,46807
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39498,41,5,0,0,11645273,46808
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39499,41,6,0,0,11645273,46809
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39500,41,7,0,0,11645273,46810
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39501,41,8,0,0,11645273,46811
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39502,41,9,0,0,11645273,46812
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39503,41,10,0,0,11645273,46813
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39504,41,11,0,0,11645273,46814
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39505,41,12,0,0,11645273,46815
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39506,41,13,0,0,11645273,46816
0,0,1,1,-11395.875,-2437.92,-10000,-10847.039,-1614.67,1000000,39507,41,14,0,0,11645273,46817
